row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Phát triển Tập đoàn Sunshine,Công ty Cổ phần Phát triển Tập đoàn Sunshine,Công ty Cổ phần Phát triển Tập đoàn Sunshine,"Chi phí thi công xây dựng, phí thương hiệu, in lịch, chi phí thuê văn phòng",148.785.068.464,9.792.449,,148785068464.0,9792449.0
Công ty Cổ phần Đầu tư kinh doanh Bất động sản S-Homes,Công ty Cổ phần Đầu tư kinh doanh Bất động sản S-Homes,Công ty Cổ phần Đầu tư kinh doanh Bất động sản S-Homes,Chi phí thi công xây dựng và phí quản lý dự án,40.936.742.029,-,,40936742029.0,
Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Chi phí thi công xây dựng dự án,31.957.863.636,-,,31957863636.0,
Công ty Cổ phần Quản lý & Vận hành S-Service,Công ty Cổ phần Quản lý & Vận hành S-Service,Công ty Cổ phần Quản lý & Vận hành S-Service,Chi phí vận hành và chi phí bảo vệ,15.852.956.749,9.550.904.980,,15852956749.0,9550904980.0
Công ty Cổ phần S-Decoro,Công ty Cổ phần S-Decoro,Công ty Cổ phần S-Decoro,Chi phí thi công hoàn thiện nội thất,10.680.985.433,1.130.114.739,,10680985433.0,1130114739.0
Công ty Cổ phần Tập đoàn Xây dựng SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,Chi phí thi công hoàn thiện dự án,5.329.049.963,-,,5329049963.0,
Công ty Cổ phần Sunshine - Design,Công ty Cổ phần Sunshine - Design,Công ty Cổ phần Sunshine - Design,Chi phí thiết kế,5.171.945.829,-,,5171945829.0,
Công ty TNHH Kinh doanh Thương mại và Dịch vụSunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụSunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụSunshine Mart,"Chi phí suất ăn, voucher, văn phòng phẩm, quả tạng khách hàng",3.379.512.525,1.847.198.019,,3379512525.0,1847198019.0
Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Công ty Cổ phần Tập đoàn Công nghệ Unicloud,"Chi phí quản trị hệ thống công nghệ thông tin và thuê máy chủ, thuê xe",2.603.375.304,2.083.680.000,,2603375304.0,2083680000.0
Công ty Cổ phần Tập đoàn Công nghệ & Tài chính Noblex,Công ty Cổ phần Tập đoàn Công nghệ & Tài chính Noblex,Công ty Cổ phần Tập đoàn Công nghệ & Tài chính Noblex,Chi phí hoa hồng môi giới,2.541.843.297,-,,2541843297.0,
Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng Thương mại Cổ phần Kiên Long,Chi phí phát hành thư bảo lãnh,1.514.022.561,-,,1514022561.0,
Công ty Cổ phần tập đoàn Bất động sản Real Tech,Công ty Cổ phần tập đoàn Bất động sản Real Tech,Công ty Cổ phần tập đoàn Bất động sản Real Tech,Chi phí thuê xe,960.000.000,850.666.667,,960000000.0,850666667.0
